Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
17/17,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
18/18,The system shall ensure that at all times if variable_3 is active then variable_2 shall not exceed variable_5 and if variable_3 is not active then variable_6 shall always match variable_1. This requirement guarantees that the automated control logic of the vehicle maintains proper coordination between these parameters under all operating conditions.,H((variable_3 → (variable_2 ≤ variable_5)) ∧ (¬variable_3 → (variable_6 = variable_1))),H((variable_3 -> (variable_2 <= variable_5)) & (!variable_3 -> (variable_6 = variable_1))),True
19/19,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before landing.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
20/20,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then variable_2 which could represent descent speed must have never exceeded variable_5 which defines the safe speed limit during all prior flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
21/21,Whenever variable_3 becomes true the system must ensure that variable_6 has always been less than or equal to variable_5 in all previous moments. For example if a drone activates variable_3 to signal a stability check it must confirm that variable_6 which could represent altitude error has never exceeded variable_5 which could represent the allowed tolerance during the entire flight history.,(variable_3 → H(variable_6 ≤ variable_5)),H((variable_3) -> H(variable_6 <= variable_5)),True
22/22,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the allowed threshold variable_5 during the flight history.,(variable_3 → H(variable_2 ≤ variable_5)),H(variable_3 → H(variable_2 ≤ variable_5)),True
23/23,The system shall ensure that at all times whenever variable_3 is active the value of variable_2 shall not exceed variable_5. For example in an autonomous drone this means that whenever variable_3 indicates that altitude control is engaged the measured climb rate represented by variable_2 must always remain less than or equal to the safety threshold defined by variable_5.,H( variable_3 → (variable_2 ≤ variable_5) ),H(variable_3 → (variable_2 ≤ variable_5)),True
23/24,The system shall ensure that whenever Y(variable_1 > variable_6) has previously been true the operation shall continue to guarantee that if variable_3 becomes active then variable_2 shall not exceed variable_5. This requirement applies for as long as the earlier condition Y(variable_1 > variable_6) remains valid in the control history of the automated process.,(variable_3 → (variable_2 ≤ variable_5)) S (Y (variable_1 > variable_6)),H((O(Y(variable_1 > variable_6)) ∧ variable_3) → (variable_2 ≤ variable_5)),False
24/25,Whenever variable_3 is active and variable_2 is greater than variable_5 the system shall ensure that variable_6 has always been less than or equal to variable_2 at all previous times. This requirement ensures that the robot maintains a consistent safety margin between variable_6 and variable_2 whenever variable_3 indicates an operational condition.,((variable_3 ∧ (variable_2 > variable_5)) → H(variable_6 ≤ variable_2)),H(((variable_3 ∧ (variable_2 > variable_5)) → H(variable_6 ≤ variable_2))),True
25/26,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check the recorded altitude variable_2 must never have exceeded the allowed altitude limit variable_5 at any time before that check.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
26/27,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must have consistently remained above the safety threshold variable_5 during all earlier flight moments.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
27/28,Whenever variable_3 becomes true the system shall ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
28/29,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
28/30,The system shall ensure that as long as Y variable_4 has been active the condition holds that whenever variable_3 becomes true the value of variable_2 does not exceed variable_5. This requirement applies continuously from the moment Y variable_4 was last true and remains valid until that reference point changes. For example in an autonomous drone this means that after the last time Y variable_4 was detected the control logic must always guarantee that if variable_3 is triggered then variable_2 stays within the limit defined by variable_5.,(variable_3 → (variable_2 ≤ variable_5)) S (Y variable_4),H((Y variable_4) → H((variable_3) → (variable_2 ≤ variable_5))),False
29/31,The system shall ensure that at all times if variable_3 is active then variable_2 shall not exceed variable_5 and if variable_3 is not active then variable_6 shall always be equal to variable_1. This requirement applies continuously during operation of the autonomous vehicle control system to maintain safe and consistent behavior.,H((variable_3 → (variable_2 ≤ variable_5)) ∧ (¬variable_3 → (variable_6 = variable_1))),H((variable_3 -> (variable_2 <= variable_5)) & (!variable_3 -> (variable_6 = variable_1))),True
30/32,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
31/33,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
31/34,As long as variable_1 has remained less than variable_5 the system must ensure that whenever variable_3 becomes active the value of variable_2 is greater than or equal to variable_5. For example in an autonomous drone this means that while the altitude sensor reading variable_1 stays below the safety threshold variable_5 the control software must always keep the motor output variable_2 at or above the same threshold whenever the flight condition variable_3 is true.,(variable_3 → (variable_2 ≥ variable_5)) S (variable_1 < variable_5),H((variable_1 < variable_5) → (variable_3 → (variable_2 ≥ variable_5))),False
32/35,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
33/36,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
34/37,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
35/38,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
36/39,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check is active then the recorded altitude variable_2 must never have exceeded the permitted altitude limit variable_5 at any time before that check.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
37/40,Whenever variable_3 becomes true the system must ensure that variable_1 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check the recorded altitude variable_1 must never have exceeded the safety threshold variable_5 before that moment.,(variable_3 → H(variable_1 ≤ variable_5)),(variable_3 → H(variable_1 ≤ variable_5)),True
38/41,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
39/42,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must have consistently remained above the safety threshold variable_5 during all earlier flight moments.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
40/43,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must have never dropped below the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
41/44,Whenever variable_3 becomes true the system must ensure that variable_6 has always been less than or equal to variable_2 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_6 must never have exceeded the allowed descent threshold variable_2 at any time before the command was issued.,(variable_3 → H(variable_6 ≤ variable_2)),(variable_3 → H(variable_6 ≤ variable_2)),True
42/45,Whenever variable_3 becomes true the system must ensure that variable_6 has always been less than or equal to variable_2 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_6 must never have exceeded the allowed descent threshold variable_2 at any time before the command was issued.,(variable_3 → H(variable_6 ≤ variable_2)),(variable_3 → H(variable_6 ≤ variable_2)),True
43/46,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that command.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
44/47,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
45/48,Whenever variable_3 becomes true the system must ensure that variable_1 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_1 must never have exceeded the allowed threshold variable_5 at any time before that event.,(variable_3 → H(variable_1 ≤ variable_5)),(variable_3 → H(variable_1 ≤ variable_5)),True
46/49,Whenever variable_3 becomes true the system must ensure that variable_6 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_6 must never have exceeded the permitted altitude limit variable_5 during the entire flight history.,(variable_3 → H(variable_6 ≤ variable_5)),(variable_3 → H(variable_6 ≤ variable_5)),True
47/50,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
48/51,The system shall always ensure that whenever variable_3 is active the value of variable_2 does not exceed variable_5. For example in an autonomous drone this means that whenever variable_3 indicates that the drone is in flight the measured variable_2 such as altitude must always remain less than or equal to variable_5 which represents the maximum allowed altitude.,H( variable_3 → (variable_2 ≤ variable_5) ),H ( variable_3 -> (variable_2 <= variable_5) ),True
49/52,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the safety threshold variable_5 at any time before that command.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
50/53,Whenever variable_3 becomes true the system must ensure that variable_6 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_6 must never have exceeded the permitted altitude limit variable_5 during the entire flight history.,(variable_3 → H(variable_6 ≤ variable_5)),(variable_3 → H(variable_6 ≤ variable_5)),True
51/54,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must never have exceeded variable_5 which defines the safe speed limit at any time before the landing command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
52/55,Whenever variable_3 becomes true the system must ensure that variable_1 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_1 must never have exceeded the safety threshold variable_5 at any time before that command.,(variable_3 → H(variable_1 ≤ variable_5)),(variable_3 → H(variable_1 ≤ variable_5)),True
53/56,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the allowed threshold variable_5 during the whole flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
53/57,The system shall ensure that whenever Y variable_4 has been active the condition variable_3 implies that variable_2 is greater than or equal to variable_5 has continuously held since that moment. For example in an autonomous drone this means that once Y variable_4 was last true the control software must guarantee that whenever variable_3 occurs the measured variable_2 value never drops below variable_5 until a new activation of Y variable_4 happens.,(variable_3 → (variable_2 ≥ variable_5)) S (Y variable_4),H((Y variable_4) → (variable_3 → (variable_2 ≥ variable_5)) S (Y variable_4)),False
53/58,The system shall ensure that as long as variable_6 has been equal to variable_2 the condition holds that whenever variable_3 becomes active variable_2 must be greater than or equal to variable_5. For example in an autonomous drone this means that while the altitude sensor reading variable_6 has matched the target altitude variable_2 the control logic must guarantee that whenever the climb command variable_3 is issued the current thrust level variable_2 does not fall below the required thrust threshold variable_5.,(variable_3 → (variable_2 ≥ variable_5)) S H(variable_6 = variable_2),H((variable_6 = variable_2) -> H(variable_3 -> (variable_2 >= variable_5))),False
54/59,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
55/60,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the allowed threshold variable_5 during the flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
56/61,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
57/62,The system shall ensure that at all times whenever variable_3 is active the value of variable_2 shall be greater than or equal to variable_5. For example in an autonomous drone this means that whenever variable_3 indicates that the drone is in flight the altitude reading represented by variable_2 must never drop below the safety threshold defined by variable_5.,H( variable_3 → (variable_2 ≥ variable_5) ),H(variable_3 -> (variable_2 >= variable_5)),True
58/63,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that command.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
59/64,At all times the system shall ensure that if variable_3 is active then variable_2 shall not exceed variable_5 and if variable_3 is not active then variable_6 shall always be equal to variable_1. This requirement ensures that the robot maintains safe operating limits whether variable_3 indicates an engaged or disengaged control mode.,H((variable_3 → (variable_2 ≤ variable_5)) ∧ (¬variable_3 → (variable_6 = variable_1))),H((variable_3 -> (variable_2 <= variable_5)) && (!variable_3 -> (variable_6 = variable_1))),True
60/65,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the allowed altitude limit variable_5 at any time before that event.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
61/66,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all times in the past. For example in an autonomous drone this means that if variable_3 indicates a landing sequence has started then variable_2 which could represent descent speed must never have exceeded variable_5 which could represent the safe speed limit during any previous moment.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
62/67,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 at all previous times. For example in an autonomous drone this means that if variable_3 indicates a stability check is triggered then the recorded altitude variable_2 must never have exceeded the allowed altitude limit variable_5 during the entire flight history.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
63/68,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent altitude must have consistently remained above or equal to variable_5 which could represent the minimum safe altitude during all prior flight moments.,(variable_3 → H(variable_2 >= variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
64/69,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 in all previous moments of operation. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have consistently remained above the safety threshold variable_5 throughout the entire flight history.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
65/70,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 in all previous moments. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
66/71,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must have consistently remained above the safety threshold variable_5 during all earlier flight moments.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 -> H(variable_2 >= variable_5)),True
67/72,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must never have exceeded the safety threshold variable_5 at any time before that event.,(variable_3 -> H(variable_2 <= variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
68/73,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then the recorded altitude variable_2 must have never exceeded the safety threshold variable_5 at any time before the command was issued.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
69/74,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a stability check event then the recorded altitude variable_2 must have never dropped below the safety threshold variable_5 at any time before that event.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
69/75,As long as Y(variable_4) has been active the system must ensure that whenever variable_3 is true the value of variable_2 is greater than or equal to variable_5. For example in an autonomous drone this means that since the moment Y(variable_4) became valid the control software must always keep variable_2 at least as large as variable_5 whenever variable_3 is engaged.,(variable_3 → (variable_2 ≥ variable_5)) S Y(variable_4),H( (Y(variable_4)) -> H(variable_3 -> (variable_2 >= variable_5)) ),False
70/76,Whenever variable_3 becomes true the system must ensure that variable_2 has always been less than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing sequence then variable_2 which could represent descent speed must have consistently remained below or equal to variable_5 which could represent the safe speed threshold during all earlier flight moments.,(variable_3 → H(variable_2 ≤ variable_5)),(variable_3 → H(variable_2 ≤ variable_5)),True
71/77,Whenever variable_3 becomes true the system must ensure that variable_2 has always been greater than or equal to variable_5 throughout the entire previous operation period. For example in an autonomous drone this means that if variable_3 indicates a landing command then variable_2 which could represent altitude must have consistently remained above or equal to variable_5 which could represent the minimum safe altitude during all prior flight moments.,(variable_3 → H(variable_2 ≥ variable_5)),(variable_3 → H(variable_2 ≥ variable_5)),True
