true/total,natural_language,reference_ltl,generated_ltl,Equivalence Check
5/11,"If (prop_3) happens, wait until (prop_2) in 4673 to 8699 time steps, or else if (prop_4), then (prop_1) .","( ( prop_3 U [4673,8699] prop_2 ) | ( prop_4 -> prop_1 ) )","((prop_3) -> (F[4673,8699](prop_2))) | ((prop_4) -> (prop_1))",False
6/12,( prop_1 ) and ( prop_2 ),( prop_1 & prop_2 ),prop_1 & prop_2,True
6/13,"Until (prop_1) happens and (prop_4) is true as a result, if (prop_3) happens, then (prop_2) should also be true.",( ( prop_1 -> prop_4 ) U ( prop_3 -> prop_2 ) ),((!prop_1) U (prop_1 & prop_4)) -> G(prop_3 -> prop_2),False
6/14,"Globally , when the scenario that ( prop_3 ) happens then without any delay the transition action that ( prop_1 ) will never get observed and the scenario that ( prop_2 ) will get observed at the same moment .",G ( prop_3 -> ( prop_1 & prop_2 ) ),G( prop_3 -> ( !prop_1 & prop_2 ) ),False
7/15,"During the interval that ( prop_1 ) , and ( prop_2 ) then the following condition is true : ( prop_3 ) .",G ( ( prop_1 & prop_2 ) -> prop_3 ),G((prop_1 & prop_2) -> prop_3),True
8/16,"It is always the case that in case that the scenario that ( prop_1 ) takes place , then in response ( prop_2 ) .",G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
8/17,It is always the case that in case that the transition action that ( prop_2 ) is not observed then in response at the same time the event that ( prop_1 ) will be detected or at the same time instant ( prop_3 ) .,G ( prop_2 -> ( prop_1 | prop_3 ) ),G( !prop_2 -> (prop_1 | prop_3) ),False
8/18,"It is always the case that when the transition action that ( prop_3 ) gets detected and ( prop_1 ) , then in response there exists a time in the next 27 time units ultimately , after which ( prop_2 ) and then this scenario ought to sustain uninterruptedly for each time point during the following 0 time units .","G ( ( prop_3 & prop_1 ) -> F [0,27] ( G [0,0] prop_2 ) )","G((prop_3 & prop_1) -> F[0,27](prop_2))",False
9/19,"In the case the event that ( prop_1 ) occurs then in response instantly the scenario that ( prop_2 ) will have to get detected , or ( prop_3 ) .",G ( prop_1 -> ( prop_2 | prop_3 ) ),G( prop_1 -> ( prop_2 | prop_3 ) ),True
10/20,"Globally , when the transition action that ( prop_3 ) is detected , and ( prop_2 ) then the following condition is true : ( prop_1 ) .",G ( ( prop_3 & prop_2 ) -> prop_1 ),G((prop_3 & prop_2) -> prop_1),True
10/21,at any time ( prop_1 ) or ( prop_2 ),F ( prop_1 | prop_2 ),G (prop_1 | prop_2),False
11/22,As soon as ( prop_1 ) then the following condition holds : ( prop_3 ) and then consistently this scenario has to last till ultimately ( prop_2 ) .,G ( prop_1 -> ( prop_3 U prop_2 ) ),G ( prop_1 -> ( prop_3 U prop_2 ) ),True
12/23,at some time ( prop_1 ) or ( prop_2 ),F ( prop_1 | prop_2 ),F(prop_1 | prop_2),True
12/24,( prop_1 ) or when possible ( prop_2 ),( prop_1 | F prop_2 ),prop_1 | prop_2,False
12/25,"Either (prop_1) or (prop_3) happens and finally at some point during the next 815 to 9460 time steps, (prop_2) should also happen .","( ( prop_1 | prop_3 ) & F [815,9460] prop_2 )","((prop_1 | prop_3) & F[815,9460](prop_2))",True
13/26,"While ( prop_2 ) or ( prop_3 ) , then all of the following conditions hold : ( prop_1 ) .",G ( ( prop_2 | prop_3 ) -> prop_1 ),G((prop_2 | prop_3) -> prop_1),True
14/27,( prop_1 ) and at some time ( prop_2 ),( prop_1 & F prop_2 ),prop_1 & F(prop_2),True
14/28,"Globally , whenever ( prop_3 ) then all of the following conditions are true : eventually there shall exist a certain moment in the future before the end of the execution , at which the scenario that ( prop_1 ) is detected , before this ( prop_2 ) .",G ( prop_3 -> ( prop_1 U prop_2 ) ),G( prop_3 -> ( (!prop_1) U prop_2 ) ),False
14/29,"It is always the case that when ( prop_1 ) , then the following condition is true : there is ultimately a certain moment in the future before the end of the simulation , after which ( prop_2 ) .",G ( prop_1 -> F ( G prop_2 ) ),G ( prop_1 -> F prop_2 ),False
14/30,"Either ( prop_2 ) happens and continues to happen until at some point during the 71 to 502 time units ( prop_3 ) is detected , or else ( prop_1 ) .","( ( prop_2 U [71,502] prop_3 ) | prop_1 )","((prop_2 U[71,502] prop_3) | prop_1)",True
14/31,"If ( prop_3 ) then ( prop_1 ) happens , and this scenario will hold until at some point ( prop_2 ) does not happen .",( ( prop_3 -> prop_1 ) U ! prop_2 ),( prop_3 -> ( prop_1 U !prop_2 ) ),False
15/32,"At some point, (prop_2) should happen, or if (prop_1) happens, then (prop_3) should also happen.",( F prop_2 | ( prop_1 -> prop_3 ) ),F(prop_2) | (prop_1 -> prop_3),True
15/33,repeatedly ( prop_1 ) until ( prop_2 ),G ( F prop_1 U prop_2 ),(prop_1) U (prop_2),False
15/34,never ( prop_1 ) and at any time ( prop_2 ),G ( ! prop_1 & F prop_2 ),G( !prop_1 & prop_2 ),False
15/35,when possible ( prop_1 ) means that at any time ( prop_2 ),( F prop_1 -> F prop_2 ),G ( prop_1 -> prop_2 ),False
15/36,whenever ( prop_1 ) or never ( prop_2 ),F ( prop_1 | G ( ! prop_2 ) ),G( prop_1 -> !prop_2 ),False
15/37,"If ( prop_3 ) happens, then ( prop_2 ) should also happen, and at the same time, ( prop_1 ) should not happen.",( ( prop_3 -> prop_2 ) & ! prop_1 ),G( prop_3 -> ( prop_2 & !prop_1 ) ),False
15/38,"In the case the scenario that ( prop_3 ) takes place , or ( prop_2 ) , then at the same time instant ( prop_1 ) .",G ( ( prop_3 | prop_2 ) -> prop_1 ),((prop_3 | prop_2) -> prop_1),False
16/39,"If it is not the case that ( prop_1 ) happens at some point in the future , then ( prop_2 ) .",( ! ( F prop_1 ) -> prop_2 ),!F(prop_1) -> prop_2,True
16/40,when possible ( prop_1 ) and at some time ( prop_2 ),F ( prop_1 & F prop_2 ),(prop_1 -> F(prop_2)),False
16/41,( prop_1 ) or repeatedly ( prop_2 ),( prop_1 | G ( F prop_2 ) ),prop_1 | G(prop_2),False
17/42,( prop_1 ) and ( prop_2 ),( prop_1 & prop_2 ),(prop_1 & prop_2),True
18/43,"Globally , whenever the event that ( prop_1 ) is detected then all of the following conditions hold : ( prop_2 ) .",G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
19/44,"As soon as ( prop_2 ) , or ( prop_4 ) then in response without any delay ( prop_1 ) , and the scenario that ( prop_3 ) must be observed at the same time point .",G ( ( prop_2 | prop_4 ) -> ( prop_1 & prop_3 ) ),G( (prop_2 | prop_4) -> (prop_1 & prop_3) ),True
19/45,"It is always the case that everytime when the transition action that ( prop_2 ) is not observed and the event that ( prop_3 ) gets observed , then all of the following conditions are true : for every time point in the coming 1 to 5 time units at a certain moment during the next 61 to 71 time units ( prop_1 ) .","G ( ( prop_2 & prop_3 ) -> G [1,5] ( F [61,71] prop_1 ) )","G( (!prop_2 & prop_3) -> ( G[1,5](F[61,71](prop_1)) ) )",False
19/46,"If ( prop_1 ) , or ( prop_3 ) , then all of the following conditions hold : ( prop_4 ) , and immediately ( prop_2 ) .",G ( ( prop_1 | prop_3 ) -> ( prop_4 & prop_2 ) ),G((prop_1 | prop_3) -> (prop_4 & X prop_2)),False
19/47,"For each time instant in the coming ( prop_1 ) or ( prop_2 ) should be detected , and also ( prop_3 ) .",( G ( prop_1 | prop_2 ) & prop_3 ),G((prop_1 | prop_2) & prop_3),False
19/48,"Either (prop_2) or (prop_3) should happen, or else keep (prop_1) all the time during 204 to 368 time steps .","( ( prop_2 | prop_3 ) | G [204,368] prop_1 )","((F[0,0] (prop_2 | prop_3)) | (G[204,368] prop_1))",False
19/49,"In case that the transition action that ( prop_1 ) gets observed then the following condition is true : promptly ( prop_3 ) , and starting without any delay the scenario that ( prop_2 ) will never happen .",G ( prop_1 -> ( prop_3 & prop_2 ) ),"G( prop_1 -> ( F[0,1] prop_3 & G[0,∞] !prop_2 ) )",False
19/50,The scenario in which ( prop_3 ) is equivalent to the scenario in which ( prop_2 ) happens should continue until at a certain time point during the 7107 to 15985 time units the scenario in which ( prop_1 ) does not happen .,"( ( prop_3 <-> prop_2 ) U [7107,15985] ! prop_1 )","((prop_3 <-> prop_2) U [7107,15985] (!prop_1))",True
20/51,"It is always the case that when ( prop_3 ) , or the scenario that ( prop_2 ) is observed then in response ( prop_1 ) .",G ( ( prop_3 | prop_2 ) -> prop_1 ),G( (prop_3 | prop_2) -> prop_1 ),True
21/52,"Globally , while ( prop_3 ) or ( prop_1 ) , then all of the following conditions hold : there must eventually exist sometime in the future before the end of the execution , at which ( prop_2 ) and this scenario will consistently remain in the future till the end of the simulation .",G ( ( prop_3 | prop_1 ) -> F ( G prop_2 ) ),G( (prop_3 | prop_1) -> F(prop_2 & G(prop_2)) ),True
21/53,"Globally , everytime when the transition action that ( prop_2 ) occurs , then the following condition is true : at a certain time point in the subsequent 53 to 73 time units , ( prop_3 ) , and until then ( prop_1 ) .","G ( prop_2 -> ( prop_3 U [53,73] prop_1 ) )","G( prop_2 -> ( (!prop_3 & prop_1) U[53,73] prop_3 ) )",False
22/54,"Keep checking if ( prop_2 ) is equivalent to ( prop_4 ) , and continue to do so until either ( prop_3 ) or ( prop_1 ) happens.",( ( prop_2 <-> prop_4 ) U ( prop_3 | prop_1 ) ),((prop_2 <-> prop_4) U (prop_3 | prop_1)),True
22/55,never ( prop_1 ) or ( prop_2 ),G ( ! prop_1 | prop_2 ),G !(prop_1 | prop_2),False
23/56,It is always the case that everytime when ( prop_1 ) and ( prop_3 ) then the following condition is true : at once ( prop_2 ) .,G ( ( prop_1 & prop_3 ) -> prop_2 ),G( (prop_1 & prop_3) -> prop_2 ),True
23/57,"It is not the case that ( prop_3 ) happens and continues to happen until at some point during the 297 to 788 time units ( prop_2 ) is detected , or else ( prop_1 ) .","( ! ( prop_3 U [297,788] prop_2 ) | prop_1 )","!((prop_3 U[297,788] prop_2) | prop_1)",False
24/58,"If (prop_3) and (prop_2) are equivalent, then (prop_1) is always true .",( ( prop_3 <-> prop_2 ) -> G prop_1 ),((prop_3 <-> prop_2) -> G(prop_1)),True
25/59,"If both ( prop_4 ) and ( prop_2 ) happen, then either ( prop_3 ) or ( prop_1 ) will be true.",G ( ( prop_4 & prop_2 ) -> ( prop_3 | prop_1 ) ),G((prop_4 & prop_2) -> (prop_3 | prop_1)),True
26/60,"Either make sure that (prop_3) happens eventually, or if (prop_2) happens, then also make sure (prop_1) happens.",( F prop_3 | ( prop_2 -> prop_1 ) ),F(prop_3) | (prop_2 -> prop_1),True
26/61,at some time ( prop_1 ) and at any time ( prop_2 ),F ( prop_1 & F prop_2 ),F(prop_1) & G(prop_2),False
26/62,It is always the case that while ( prop_2 ) or ( prop_1 ) then all of the following conditions are true : for each time instant in the future until the execution ends ( prop_3 ) .,G ( ( prop_2 | prop_1 ) -> G ( F prop_3 ) ),G((prop_2 | prop_1) -> (prop_3 U false)),False
27/63,"It is always the case that in case that the scenario that ( prop_3 ) is detected , then the following condition holds : ( prop_1 ) , or ( prop_2 ) .",G ( prop_3 -> ( prop_1 | prop_2 ) ),G ( prop_3 -> ( prop_1 | prop_2 ) ),True
27/64,"Globally , when the transition action that ( prop_2 ) is detected , then in response eventually there will have to be a certain time instant in the next 5727 to 8757 time units , at which ( prop_3 ) , and before this continuously ( prop_1 ) .","G ( prop_2 -> ( prop_3 U [5727,8757] prop_1 ) )","G( prop_2 -> ( prop_1 U[5727,8757] prop_3 ) )",False
28/65,"On condition that ( prop_3 ) , then all of the following conditions hold : right away ( prop_2 ) and in no time ( prop_1 ) .",G ( prop_3 -> ( prop_2 & prop_1 ) ),G( prop_3 -> ( prop_2 & prop_1 ) ),True
28/66,"Everytime when ( prop_3 ) and ( prop_2 ) then all of the following conditions are true : there should exist sometime within the next 6 to 42 time units eventually , at which the event that ( prop_1 ) takes place .","G ( ( prop_3 & prop_2 ) -> F [6,42] prop_1 )","G( (prop_3 & prop_2) -> F[6,42](prop_1) )",True
28/67,"( prop_2 ) is detected at all time instant within the next 5498 to 8718 time units , or ( prop_3 ) will happen , the above scenario should be equivalent to ( prop_1 ) .","( ( G [5498,8718] prop_2 | prop_3 ) <-> prop_1 )","(prop_1) <-> ( (G[5498,8718] prop_2) | (F prop_3) )",False
29/68,"It is always the case that while ( prop_3 ) or ( prop_1 ) , then there will have to finally exist sometime in the future before the execution ends , after which ( prop_2 ) then this scenario will have to hold consistently in the future until the execution ends .",G ( ( prop_3 | prop_1 ) -> F ( G prop_2 ) ),G((prop_3 | prop_1) -> (F(prop_2 U G(prop_2)))),True
29/69,"Globally , when ( prop_3 ) , or ( prop_1 ) then the following condition is true : ( prop_2 ) then this condition will sustain for every time instant during the next 56 to 59 time units .","G ( ( prop_3 | prop_1 ) -> G [56,59] prop_2 )","G((prop_3 | prop_1) -> (prop_2 -> G[56,59](prop_2)))",False
29/70,( prop_1 ) until at some time ( prop_2 ),( prop_1 U F prop_2 ),(prop_1) U (prop_2),False
29/71,( prop_1 ) can infer that at any time ( prop_2 ),( prop_1 -> F prop_2 ),G ( prop_1 -> prop_2 ),False
29/72,"It is not the case that ( prop_3 ) happens and continues to happen until ( prop_1 ) , or else ( prop_2 ) .",( ! ( prop_3 U prop_1 ) | prop_2 ),!((prop_3 U prop_1) | prop_2),False
29/73,It is always the case that in case that the transition action that ( prop_1 ) is observed then all of the following conditions are true : ( prop_3 ) and right away ( prop_2 ) .,G ( prop_1 -> ( prop_3 & prop_2 ) ),G ( prop_1 -> ( prop_3 & X prop_2 ) ),False
30/74,When the transition action that ( prop_3 ) gets detected then the event that ( prop_2 ) will have to take place promptly or at the same time point ( prop_1 ) .,G ( prop_3 -> ( prop_2 | prop_1 ) ),G( prop_3 -> ( prop_2 | prop_1 ) ),True
30/75,"At a certain point after the next 4642 time units ( prop_1 ) happens, the above condition is equivalent to the scenario in which ( prop_3 ) does not happen and ( prop_2 ) happens , .","( F [4642,infinite] prop_1 <-> ( ! prop_3 & prop_2 ) )","F[4642,4642]( prop_1 <-> (!prop_3 & prop_2))",False
31/76,"It is necessary that eventually (prop_1) happens, and that (prop_2) is equivalent to (prop_3) .",( F prop_1 & ( prop_2 <-> prop_3 ) ),F(prop_1) & (prop_2 <-> prop_3),True
32/77,It is always the case that in case that the event that ( prop_1 ) is detected then the following condition holds : at the same time point ( prop_2 ) .,G ( prop_1 -> prop_2 ),G ( prop_1 -> prop_2 ),True
33/78,"Globally , whenever ( prop_2 ) , then the following condition is true : ( prop_1 ) then consecutively this scenario should keep until ( prop_3 ) .",G ( prop_2 -> ( prop_1 U prop_3 ) ),G ( prop_2 -> ( prop_1 U prop_3 ) ),True
34/79,"In case that ( prop_3 ) or ( prop_1 ) , then all of the following conditions hold : ( prop_2 ) .",G ( ( prop_3 | prop_1 ) -> prop_2 ),G((prop_3 | prop_1) -> prop_2),True
34/80,"For each time instant in the next 169 to 371 time units, ensure that (prop_3) is true, and in this situation (prop_1) and (prop_2) are equivalent.","( G [169,371] prop_3 & ( prop_2 <-> prop_1 ) )","F[169,371](prop_3 & (prop_1 <-> prop_2))",False
34/81,"If eventually at sometime in the future before ( prop_1 ) , and before that ( prop_3 ) , then all of the following conditions hold : for every time point in the subsequent 12757 time units , there needs to exist a certain moment in the next 4734 time units , at which ( prop_2 ) .","G ( ( prop_1 U prop_3 ) -> G [4734,12757] ( F [4734,12757] prop_2 ) )","F( ( F( prop_3 U prop_1 ) ) -> G[0,12757]( F[0,4734]( prop_2 ) ) )",False
34/82,( prop_1 ) or whenever ( prop_2 ),( prop_1 | F prop_2 ),F(prop_1 | prop_2),False
34/83,at some time ( prop_1 ) or whenever ( prop_2 ),F ( prop_1 | F prop_2 ),F(prop_1) | G(prop_2),False
34/84,"( prop_2 ) and ( prop_1 ) should happen at the same time , or else for each time instant in the next 3324 to 11538 time units ( prop_3 ) is true .","( ( prop_2 & prop_1 ) | G [3324,11538] prop_3 )","((prop_1 & prop_2) | G[3324,11538](prop_3))",True
34/85,whenever ( prop_1 ) or when possible ( prop_2 ),F ( prop_1 | F prop_2 ),G ( prop_1 | F prop_2 ),False
35/86,During the interval that ( prop_1 ) and ( prop_2 ) then the following condition is true : instantly the transition action that ( prop_3 ) shall be detected .,G ( ( prop_1 & prop_2 ) -> prop_3 ),G((prop_1 & prop_2) -> prop_3),True
36/87,It is always the case that whenever the transition action that ( prop_1 ) is detected then the following condition is true : at once ( prop_2 ) .,G ( prop_1 -> prop_2 ),G(prop_1 -> prop_2),True
37/88,If the event that ( prop_1 ) occurs then ( prop_2 ) or ( prop_3 ) .,G ( prop_1 -> ( prop_2 | prop_3 ) ),G ( prop_1 -> ( prop_2 | prop_3 ) ),True
38/89,when possible ( prop_1 ) and ( prop_2 ),F ( prop_1 & prop_2 ),F (prop_1 & prop_2),True
38/90,In case that ( prop_2 ) or the scenario that ( prop_1 ) is observed then the following condition holds : the event that ( prop_3 ) must be detected starting without any delay .,G ( ( prop_2 | prop_1 ) -> prop_3 ),((prop_2) | (prop_1)) -> prop_3,False
38/91,"If ( prop_2 ) then ( prop_4 ) , or else ( prop_1 ) , or else ( prop_3 ) .",( ( ( prop_2 -> prop_4 ) | prop_1 ) | prop_3 ),(prop_2 -> prop_4) & (!prop_2 -> prop_1) & (!prop_2 & !prop_1 -> prop_3),False
38/92,"If (prop_4), then (prop_2), and keep (prop_3) until at some point during 3094 to 12972 time units, (prop_1) happens .","( ( prop_4 -> prop_2 ) & ( prop_3 U [3094,12972] prop_1 ) )","((prop_4) -> ((prop_2) & (prop_3 U[3094,12972] prop_1)))",False
38/93,"( prop_3 ) happens and continues until at some point during the 61 to 482 time units ( prop_1 ) happens , and in the same time ( prop_2 ) does not happen .","( ( prop_3 U [61,482] prop_1 ) & ! prop_2 )","(prop_3 U (F[61,482] (prop_1 & !prop_2)))",False
39/94,"It is always the case that when ( prop_2 ) then all of the following conditions are true : ( prop_1 ) , and at the same time ( prop_3 ) .",G ( prop_2 -> ( prop_1 & prop_3 ) ),G ( prop_2 -> ( prop_1 & prop_3 ) ),True
40/95,As soon as the scenario that ( prop_1 ) occurs then the following condition holds : at the same time ( prop_2 ) and ( prop_3 ) .,G ( prop_1 -> ( prop_2 & prop_3 ) ),G ( prop_1 -> ( prop_2 & prop_3 ) ),True
41/96,"Globally , if the transition action that ( prop_2 ) occurs then all of the following conditions hold : instantly the scenario that ( prop_3 ) must occur and at once the event that ( prop_1 ) gets detected .",G ( prop_2 -> ( prop_3 & prop_1 ) ),G ( prop_2 -> ( prop_3 & prop_1 ) ),True
42/97,"When ( prop_1 ) then the following condition is true : ( prop_3 ) , and ( prop_2 ) .",G ( prop_1 -> ( prop_3 & prop_2 ) ),G( prop_1 -> ( prop_3 & prop_2 ) ),True
43/98,"It is always the case that whenever the event that ( prop_3 ) occurs , then in response ( prop_2 ) or ( prop_1 ) .",G ( prop_3 -> ( prop_2 | prop_1 ) ),G ( prop_3 -> ( prop_2 | prop_1 ) ),True
43/99,( prop_1 ) or when possible ( prop_2 ),( prop_1 | F prop_2 ),prop_1 | prop_2,False
44/100,"In the event that ( prop_3 ) or ( prop_2 ) , then all of the following conditions are true : ( prop_1 ) .",G ( ( prop_3 | prop_2 ) -> prop_1 ),G((prop_3 | prop_2) -> prop_1),True
