true/total,natural_language,reference_ltl,generated_ltl,Equivalence Check
30/67,As soon as the scenario that ( prop_3 ) is detected and ( prop_2 ) then the following condition holds : ( prop_1 ) and this condition will be holding without interruption in the future until the end of the simulation .,G ( ( prop_3 & prop_2 ) -> G prop_1 ),G((prop_3 & prop_2) -> G(prop_1)),True
30/68,"Globally , when ( prop_3 ) , and ( prop_2 ) then in response promptly ( prop_1 ) .",G ( ( prop_3 & prop_2 ) -> prop_1 ),"G((prop_3 & prop_2) -> F[0,1](prop_1))",False
31/69,"Globally , everytime when ( prop_1 ) and ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) .",G ( ( prop_1 & prop_2 ) -> prop_3 ),G((prop_1 & prop_2) -> prop_3),True
32/70,( prop_1 ) and ( prop_2 ),( prop_1 & prop_2 ),prop_1 & prop_2,True
33/71,"(prop_3) is equivalent to (prop_2), and (prop_1) continues to happen until (prop_4) happens.",( ( prop_3 <-> prop_2 ) & ( prop_1 U prop_4 ) ),(prop_3 <-> prop_2) & (prop_1 U prop_4),True
34/72,"In case that ( prop_2 ) then the following condition holds : ( prop_1 ) , and the transition action that ( prop_3 ) should happen at the same time instant .",G ( prop_2 -> ( prop_1 & prop_3 ) ),G( prop_2 -> ( prop_1 & prop_3 ) ),True
34/73,"It is always the case that in case that the event that ( prop_1 ) happens , or ( prop_4 ) , then in no time ( prop_2 ) , and at the same time ( prop_3 ) .",G ( ( prop_1 | prop_4 ) -> ( prop_2 & prop_3 ) ),G((prop_1 | prop_4) -> !(prop_2 & prop_3)),False
34/74,"It is required that if (prop_1) then (prop_2), and only then (prop_3) happens eventually .",( ( prop_1 -> prop_2 ) -> F prop_3 ),G( (prop_1 -> F(prop_2)) & (F(prop_3) -> prop_1) ),False
35/75,( prop_1 ) or never ( prop_2 ),( prop_1 | G ( ! prop_2 ) ),prop_1 | G(!prop_2),True
36/76,whenever ( prop_1 ) or at some time ( prop_2 ),F ( prop_1 | F prop_2 ),F(prop_1 | prop_2),True
36/77,"Whenever ( prop_3 ) , and ( prop_2 ) then the following condition holds : there will have to exist sometime during the coming 0 to 5 time units , after which ( prop_1 ) and then ought to stay like this all the time in the future until the execution ends .","G ( ( prop_3 & prop_2 ) -> F [0,5] ( G prop_1 ) )","G((prop_3 & prop_2) -> (F[0,5](prop_1 & G(prop_1))))",False
36/78,"( prop_2 ) are not true , and for each time instant in the next 248 to 323 time units ( prop_3 ) , and ( prop_1 ) is true .","( ! prop_2 & ( G [248,323] prop_3 & prop_1 ) )","!prop_2 & G[248,323](prop_3) & prop_1",True
37/79,"Globally , in case ( prop_2 ) then all of the following conditions hold : ( prop_3 ) or at the same time point ( prop_1 ) .",G ( prop_2 -> ( prop_3 | prop_1 ) ),G ( prop_2 -> ( prop_3 | prop_1 ) ),True
38/80,"When the event that ( prop_2 ) occurs , then all of the following conditions are true : at the same time instant ( prop_3 ) , and at the same moment ( prop_1 ) .",G ( prop_2 -> ( prop_3 & prop_1 ) ),G ( prop_2 -> ( prop_3 & prop_1 ) ),True
39/81,"In the case ( prop_1 ) , or ( prop_2 ) then all of the following conditions are true : ( prop_3 ) .",G ( ( prop_1 | prop_2 ) -> prop_3 ),G((prop_1 | prop_2) -> prop_3),True
39/82,"When ( prop_3 ) and ( prop_1 ) then the subsequent condition must n't be true : ultimately there will exist a certain moment in the coming 22 time units , at which ( prop_2 ) .",G ( ( prop_3 & prop_1 ) -> ! ( F prop_2 ) ),"G((prop_3 & prop_1) -> !(F[0,22] prop_2))",False
40/83,"The scenario that ( prop_1 ) should not happen and ( prop_2 ) should happen are equivalent, until that ( prop_3 ) happens .",( ( ! prop_1 <-> prop_2 ) U prop_3 ),((!prop_1 <-> prop_2) U prop_3),True
41/84,Do prop_1 but not do prop_2,( prop_1 & ! prop_2 ),prop_1 & !prop_2,True
41/85,"Check (prop_2) is false, and if true, check (prop_3) is true, and if true, after 6805 units, do (prop_1).","( ( ! prop_2 & prop_3 ) & F [6805,infinite] prop_1 )","((!prop_2) & (prop_2 -> (prop_3 & F[6805,6805] prop_1)))",False
42/86,"When ( prop_2 ) , and ( prop_4 ) then in response immediately ( prop_3 ) , or ( prop_1 ) .",G ( ( prop_2 & prop_4 ) -> ( prop_3 | prop_1 ) ),G((prop_2 & prop_4) -> (prop_3 | prop_1)),True
42/87,at any time ( prop_1 ) or at some time ( prop_2 ),F ( prop_1 | F prop_2 ),G(prop_1) | F(prop_2),False
43/88,"In the event that ( prop_1 ) then the following condition is true : ( prop_3 ) , and ( prop_2 ) .",G ( prop_1 -> ( prop_3 & prop_2 ) ),G ( prop_1 -> ( prop_3 & prop_2 ) ),True
44/89,"Globally , in case that ( prop_3 ) or ( prop_2 ) , then all of the following conditions are true : ( prop_1 ) .",G ( ( prop_3 | prop_2 ) -> prop_1 ),G((prop_3 | prop_2) -> prop_1),True
44/90,"If (prop_2), then (prop_1), and keep this until (prop_3) and (prop_4) both happen at some time in the next 104 to 549 time steps .","( ( prop_2 -> prop_1 ) U [104,549] ( prop_3 & prop_4 ) )","((prop_2 -> prop_1) U [104,549] (prop_3 & prop_4))",True
44/91,"Whenever ( prop_2 ) , and ( prop_3 ) , then all of the following conditions are true : for each moment in the next 4783 to 10853 time units , ( prop_1 ) .","G ( ( prop_2 & prop_3 ) -> G [4783,10853] prop_1 )","G((prop_2 & prop_3) -> G[4783,10853](prop_1))",True
44/92,"Globally , in case that the event that ( prop_3 ) is n't observed , and the event that ( prop_1 ) is observed then all of the following conditions hold : there will have to be a certain time point within the following 42 to 69 time units finally , at which ( prop_2 ) , and till then consistently ( prop_4 ) .","G ( ( prop_3 & prop_1 ) -> ( prop_2 U [42,69] prop_4 ) )","G((!prop_3 & prop_1) -> (prop_4 U[42,69] prop_2))",False
45/93,It is always the case that when ( prop_3 ) or ( prop_1 ) then instantly ( prop_2 ) and ( prop_4 ) .,G ( ( prop_3 | prop_1 ) -> ( prop_2 & prop_4 ) ),G((prop_3 | prop_1) -> (prop_2 & prop_4)),True
45/94,at any time ( prop_1 ) or at some time ( prop_2 ),F ( prop_1 | F prop_2 ),G(prop_1) | F(prop_2),False
46/95,"Globally , whenever ( prop_1 ) , or ( prop_2 ) then all of the following conditions are true : at the same time point ( prop_3 ) .",G ( ( prop_1 | prop_2 ) -> prop_3 ),G((prop_1 | prop_2) -> prop_3),True
46/96,whenever ( prop_1 ) and when possible ( prop_2 ),F ( prop_1 & F prop_2 ),G ( prop_1 -> F prop_2 ),False
47/97,If ( prop_3 ) or ( prop_2 ) then ( prop_1 ) .,G ( ( prop_3 | prop_2 ) -> prop_1 ),G((prop_3 | prop_2) -> prop_1),True
48/98,"Everytime when ( prop_2 ) , and ( prop_3 ) then all of the following conditions hold : ( prop_1 ) .",G ( ( prop_2 & prop_3 ) -> prop_1 ),G((prop_2 & prop_3) -> prop_1),True
48/99,In the case the transition action that ( prop_3 ) is observed then the following condition is true : promptly the scenario that ( prop_2 ) ought not to happen and the transition action that ( prop_1 ) should be observed at the same time instant .,G ( prop_3 -> ( prop_2 & prop_1 ) ),G ( prop_3 -> ( prop_1 & !prop_2 ) ),False
48/100,"For each time instant in the coming 3955 to 10164 time units ( prop_2 ) and ( prop_3 ) should be detected , or else ( prop_1 ) .","( G [3955,10164] ( prop_2 & prop_3 ) | prop_1 )","G[3955,10164]((prop_2 & prop_3) | prop_1)",False
