Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
0/3,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
2/3,R3.5,(H (atGoal -> (currentPosition = goal))),H ((atGoal) → (currentPosition = goal)),True
4/4,R1,(H (battery > 0)),H (battery > 0),True
4/4,R1.1,(H (chargePosition = x)),H (x = chargePosition),True
4/4,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → (goal = chargePosition)),True
0/4,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/4,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < (chargeNeeded_var + (0.05 * chargeNeeded_var))) → recharge),False
0/4,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S ¬batteryFull),False
0/4,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
4/4,R2,(H (! Obstacle_currentPosition)),H ¬Obstacle_currentPosition,True
4/4,R2.1,(H (initialPosition = y)),H (y = initialPosition),True
4/4,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPosition = currentPhysicalPosition),True
4/4,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
1/4,R2.2.2,(H (! (currentPosition != obstacle))),H ¬(currentPosition = obstacle),False
4/4,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/4,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
3/4,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
5/5,R1,(H (battery > 0)),H(battery > 0),True
5/5,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
5/5,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/5,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - pre_battery*(0.05)),False
0/5,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < chargeNeeded_var + 0.05*chargeNeeded_var) → recharge),False
0/5,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) S ¬batteryFull),False
0/5,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H((pre_battery - battery) ≤ (1/n)),False
5/5,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
5/5,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
5/5,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPhysicalPosition = currentPosition),True
5/5,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0),True
1/5,R2.2.2,(H (! (currentPosition != obstacle))),H(¬(currentPosition = obstacle)),False
5/5,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/5,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → removeGoalFromSet),False
4/5,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → (currentPosition = goal)),True
6/6,R1,(H (battery > 0)),H(battery > 0),True
6/6,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
6/6,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/6,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - (0.05 * pre_battery)),False
0/6,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/6,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) S ¬batteryFull),False
0/6,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H((pre_battery - battery) ≤ (1 / n)),False
6/6,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
6/6,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
6/6,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPhysicalPosition = currentPosition),True
6/6,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0),True
2/6,R2.2.2,(H (! (currentPosition != obstacle))),H(currentPosition ≠ obstacle),True
6/6,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/6,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → O removeGoalFromSet),False
5/6,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → (currentPosition = goal)),True
7/7,R1,(H (battery > 0)),H(battery > 0),True
7/7,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
7/7,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/7,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - (0.05 * pre_battery)),False
0/7,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/7,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) → (¬Y(batteryFull) → (currentPosition = chargePosition))),False
0/7,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H((pre_battery - battery) ≤ (1 / n)),False
7/7,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
7/7,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
7/7,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPhysicalPosition = currentPosition),True
6/7,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0 → currentPosition = initialPosition),False
2/7,R2.2.2,(H (! (currentPosition != obstacle))),H(¬(currentPosition = obstacle)),False
7/7,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/7,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → removeGoalFromSet),False
6/7,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → (currentPosition = goal)),True
8/8,R1,(H (battery > 0)),H(battery > 0),True
7/8,R1.1,(H (chargePosition = x)),H(x = Y(x)),False
8/8,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/8,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - (0.05 * pre_battery)),False
0/8,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < chargeNeeded_var + (0.05 * chargeNeeded_var)) → recharge),False
0/8,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) → (¬Y(batteryFull) → (currentPosition = chargePosition))),False
0/8,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H((pre_battery - battery) ≤ (1 / n)),False
8/8,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
7/8,R2.1,(H (initialPosition = y)),H(y = Y(y)),False
8/8,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPosition = currentPhysicalPosition),True
7/8,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0),True
2/8,R2.2.2,(H (! (currentPosition != obstacle))),H(¬(currentPosition = obstacle)),False
8/8,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/8,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(removeGoalFromSet ↔ O(atGoal)),False
7/8,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → (currentPosition = goal)),True
9/9,R1,(H (battery > 0)),H(battery > 0),True
8/9,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
9/9,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/9,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(pre_battery = battery + 0.05 * battery),False
0/9,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < chargeNeeded_var + 0.05 * battery) → recharge),False
0/9,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) S ¬batteryFull),False
0/9,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H(pre_battery - battery ≤ 1/n),False
9/9,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
8/9,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
9/9,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPhysicalPosition = currentPosition),True
8/9,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0),True
3/9,R2.2.2,(H (! (currentPosition != obstacle))),H(currentPosition ≠ obstacle),True
9/9,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/9,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → removeGoalFromSet),False
8/9,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → currentPosition = goal),True
10/10,R1,(H (battery > 0)),H(battery > 0),True
9/10,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
10/10,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/10,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - (0.05 * pre_battery)),False
0/10,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < (chargeNeeded_var + 0.05 * chargeNeeded_var)) → recharge),False
0/10,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((O(currentPosition = chargePosition)) → (currentPosition = chargePosition S ¬batteryFull)),False
0/10,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H(pre_battery - battery ≤ (1/n)),False
10/10,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
9/10,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
10/10,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPosition = currentPhysicalPosition),True
8/10,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0 → initialPosition = y),False
4/10,R2.2.2,(H (! (currentPosition != obstacle))),H(currentPosition ≠ obstacle),True
10/10,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/10,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → removeGoalFromSet),False
9/10,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → currentPosition = goal),True
11/11,R1,(H (battery > 0)),H(battery > 0),True
10/11,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
11/11,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/11,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - 0.05 * pre_battery),False
0/11,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H(battery < chargeNeeded_var + 0.05 * chargeNeeded_var → recharge),False
0/11,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H(currentPosition = chargePosition S ¬batteryFull),False
0/11,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H(pre_battery - battery ≤ pre_battery / n),False
11/11,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
10/11,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
11/11,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPhysicalPosition = currentPosition),True
9/11,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0),True
5/11,R2.2.2,(H (! (currentPosition != obstacle))),H(currentPosition ≠ obstacle),True
11/11,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/11,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → removeGoalFromSet),False
10/11,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal → currentPosition = goal),True
12/12,R1,(H (battery > 0)),H (battery > 0),True
11/12,R1.1,(H (chargePosition = x)),H (x = chargePosition),True
12/12,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/12,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/12,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/12,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) → (¬O (currentPosition ≠ chargePosition ∧ ¬batteryFull))),False
0/12,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1/n)),False
12/12,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
11/12,R2.1,(H (initialPosition = y)),H (y = initialPosition),True
12/12,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
9/12,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0 ∧ y = initialPosition),False
5/12,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
12/12,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/12,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
11/12,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
13/13,R1,(H (battery > 0)),H (battery > 0),True
12/13,R1.1,(H (chargePosition = x)),H (x = chargePosition),True
13/13,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/13,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/13,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/13,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) → ((¬batteryFull) S (currentPosition = chargePosition))),False
0/13,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
13/13,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
12/13,R2.1,(H (initialPosition = y)),H (y = initialPosition),True
13/13,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
10/13,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
5/13,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
13/13,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/13,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
12/13,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
14/14,R1,(H (battery > 0)),H(battery > 0),True
13/14,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
14/14,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → goal = chargePosition),True
0/14,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - (0.05 * pre_battery)),False
0/14,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H(battery < (chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/14,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) S (¬batteryFull)),False
0/14,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H((pre_battery - battery) ≤ (1 / n)),False
14/14,R2,(H (! Obstacle_currentPosition)),H(¬Obstacle_currentPosition),True
13/14,R2.1,(H (initialPosition = y)),H(y = initialPosition),True
14/14,R2.2,(H (currentPosition = currentPhysicalPosition)),H(currentPhysicalPosition = currentPosition),True
11/14,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H(start = s0),True
5/14,R2.2.2,(H (! (currentPosition != obstacle))),H(¬(currentPosition = obstacle)),False
14/14,R2.6,(H (speed <= 10)),H(speed ≤ 10),True
0/14,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H(atGoal → removeGoalFromSet),False
12/14,R3.5,(H (atGoal -> (currentPosition = goal))),H(atGoal ↔ (currentPosition = goal)),False
15/15,R1,(H (battery > 0)),H (battery > 0),True
14/15,R1.1,(H (chargePosition = x)),H (x = chargePosition),True
15/15,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/15,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/15,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < (chargeNeeded_var + 0.05 * chargeNeeded_var)) → recharge),False
0/15,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) → (¬O (batteryFull) → (currentPosition = chargePosition))),False
0/15,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1/n)),False
15/15,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
14/15,R2.1,(H (initialPosition = y)),H (y = initialPosition),True
15/15,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPosition = currentPhysicalPosition),True
12/15,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
5/15,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
15/15,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/15,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
13/15,R3.5,(H (atGoal -> (currentPosition = goal))),H ((atGoal) → (currentPosition = goal)),True
16/16,R1,(H (battery > 0)),H (battery > 0),True
15/16,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
16/16,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/16,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/16,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < (chargeNeeded_var + 0.05 * chargeNeeded_var)) → recharge),False
0/16,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) → (¬(batteryFull) S (currentPosition = chargePosition))),False
0/16,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
16/16,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
15/16,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
16/16,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
13/16,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
5/16,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
16/16,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/16,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (removeGoalFromSet ↔ atGoal),False
14/16,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
17/17,R1,(H (battery > 0)),H(battery > 0),True
16/17,R1.1,(H (chargePosition = x)),H(x = chargePosition),True
17/17,R1.2,(H (recharge -> (goal = chargePosition))),H(recharge → (goal = chargePosition)),True
0/17,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H(battery = pre_battery - (0.05 * pre_battery)),False
0/17,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H((battery < (chargeNeeded_var + (0.05 * chargeNeeded_var))) → recharge),False
0/17,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H((currentPosition = chargePosition) → ((¬batteryFull) S (currentPosition = chargePosition))),False
0/17,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H((pre_battery - battery) ≤ (1 / n)),False
