Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
5/11,At all times if FailSafeMode is active then patientSafe must be true to ensure the patient remains protected whenever the system enters fail-safe operation.,(H (FailSafeMode -> patientSafe)),H(FailSafeMode → patientSafe),True
5/12,When the ventilator is operating in either PCVMode or PSVMode and the RMButton is active while the inspiratoryPauseButton is not pressed the system shall ensure that the inspiratoryPhaseEnd signal is correctly detected and that the RM function or the combination of PCVMode or PSVMode with RMButton and without inspiratoryPauseButton remains consistent with the previous cycle. The device shall maintain this relationship across consecutive breathing cycles so that any transition into or out of the inspiratory phase preserves the correct RM or mode-button state history. This requirement ensures that the ventilator does not lose synchronization between the inspiratory phase transitions and the RM or mode-button conditions during operation.,((H (((! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))) & (Y (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))) -> (Y (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) S (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) & ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))))) & (((! ((! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))) & (Y (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))) S ((! ((! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))) & (Y (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))) & ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) -> (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) S (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) & ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))))),H(((PCVMode ∨ PSVMode) ∧ RMButton ∧ ¬inspiratoryPauseButton) → (inspiratoryPhaseEnd ∧ ((PCVMode ∨ PSVMode) ∧ RMButton ∧ ¬inspiratoryPauseButton ↔ Y((PCVMode ∨ PSVMode) ∧ RMButton ∧ ¬inspiratoryPauseButton)))),False
6/13,The system shall always ensure that whenever StandbyMode is active; the ventilationOff condition is true and the ventilationParamsAdjustable condition is true. This means that at all times the robot must keep the ventilation turned off and allow its ventilation parameters to be adjusted whenever it is in StandbyMode.,(H (StandbyMode -> (ventilationOff & ventilationParamsAdjustable))),H (StandbyMode → (ventilationOff ∧ ventilationParamsAdjustable)),True
6/14,When the aircraft control system transitions from StartUpMode to normal operation the system shall verify that if pressureSensorRetries has reached 5 or more and either pressureSensorConnFailure or pressureSensorError has occurred then the system shall either enter FailSafeMode or remain in StartUpMode until the previous StartUpMode condition is cleared. This requirement shall hold for every occurrence of a transition out of StartUpMode ensuring that repeated pressure sensor connection failures or errors during startup always lead to activation of FailSafeMode or retention in StartUpMode until the fault condition is no longer present.,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (((Y (((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)) & ((Y (! ((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)))) | (StartUpMode & (Z (! StartUpMode)))))) -> (FailSafeMode | (StartUpMode & (Z (! StartUpMode))))) S (((Y (((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)) & ((Y (! ((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)))) | (StartUpMode & (Z (! StartUpMode)))))) -> (FailSafeMode | (StartUpMode & (Z (! StartUpMode))))) & (StartUpMode & (Z (! StartUpMode)))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (((Y (((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)) & ((Y (! ((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)))) | (StartUpMode & (Z (! StartUpMode)))))) -> (FailSafeMode | (StartUpMode & (Z (! StartUpMode))))) S (((Y (((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)) & ((Y (! ((pressureSensorRetries >= 5) & (pressureSensorConnFailure | pressureSensorError)))) | (StartUpMode & (Z (! StartUpMode)))))) -> (FailSafeMode | (StartUpMode & (Z (! StartUpMode))))) & (StartUpMode & (Z (! StartUpMode))))))),H( ((Y StartUpMode) & ¬StartUpMode) → (((pressureSensorRetries ≥ 5) & (pressureSensorConnFailure ∨ pressureSensorError)) → (FailSafeMode ∨ (StartUpMode S ¬StartUpMode))) ),False
7/15,The system shall ensure that patientSafe remains true at all times during operation.,(H patientSafe),H patientSafe,True
7/16,At all times the system shall ensure that if enableLeakCompensation is active then leakCompensation is also active otherwise leakCompensation shall remain inactive. This requirement applies continuously during operation of the medical device.,(H ((enableLeakCompensation -> leakCompensation) | (! leakCompensation))),H((enableLeakCompensation → leakCompensation) ∧ (¬enableLeakCompensation → ¬leakCompensation)),False
8/17,Whenever the system operates in PCVMode the controller shall ensure that breathingCycleTime is equal to one divided by RR_PCV and that ExpiratoryTime is equal to breathingCycleTime divided by one plus ItoE_PCV.,(H (PCVMode -> ((breathingCycleTime = (1 / RR_PCV)) & (ExpiratoryTime = (breathingCycleTime / (1 + ItoE_PCV)))))),H( PCVMode → (breathingCycleTime = 1/RR_PCV ∧ ExpiratoryTime = breathingCycleTime/(1 + ItoE_PCV)) ),True
8/18,Whenever the medical ventilator transitions into a state where both PSVMode and RMButton are active the system shall ensure that for every completed inspiratoryPhaseEnd the RM function or the combined condition of PSVMode and RMButton with a preceding inactive state of PSVMode and RMButton is satisfied. This behavior shall hold continuously for as long as the ventilator remains in PSVMode with RMButton active and shall be preserved across all previous operating cycles so that any return to this mode maintains consistent control of RM relative to the end of each inspiratory phase.,((H (((! (PSVMode & RMButton)) & (Y (PSVMode & RMButton))) -> (Y (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton))))))) -> (RM | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton)))))) S (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton))))))) -> (RM | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton)))))) & ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton))))))))) & (((! ((! (PSVMode & RMButton)) & (Y (PSVMode & RMButton)))) S ((! ((! (PSVMode & RMButton)) & (Y (PSVMode & RMButton)))) & ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton)))))) -> (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton))))))) -> (RM | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton)))))) S (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton))))))) -> (RM | ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton)))))) & ((PSVMode & RMButton) & (Z (! (PSVMode & RMButton)))))))),H(((PSVMode ∧ RMButton) → H(inspiratoryPhaseEnd → (RM ∨ ((PSVMode ∧ RMButton) ∧ O(¬(PSVMode ∧ RMButton))))))),False
9/19,In the ventilator control system the variable expiratoryPause shall indicate a stable pause in exhalation for up to 40 time units after the end of a previous non‑pause period. During this interval the system shall either maintain the non‑pause condition continuously or prevent inspiratoryPhaseStart from being activated while expiratoryPause is false.    If after 41 time units the system detects that expiratoryPause has just begun following a non‑pause period and inspiratoryPhaseStart has not yet occurred then within the preceding 40 time units the controller shall have either remained continuously active or initiated inspiratoryPhaseStart only when expiratoryPause was false.,"((H ((O[0,40] (expiratoryPause & (Z (! expiratoryPause)))) -> ((H (! expiratoryPause)) | (! ((! expiratoryPause) & inspiratoryPhaseStart))))) & (H ((O[41,41] ((expiratoryPause & (Z (! expiratoryPause))) & (! ((! expiratoryPause) & inspiratoryPhaseStart)))) -> (O[0,40] ((! (Y TRUE)) | ((! expiratoryPause) & inspiratoryPhaseStart))))))",H(((Y(¬expiratoryPause) ∧ expiratoryPause) ∧ ¬O(inspiratoryPhaseStart)) → O((H(¬expiratoryPause) ∨ H(¬(¬expiratoryPause ∧ inspiratoryPhaseStart))))),True
9/20,Whenever the aircraft control system transitions into StartUpMode the system shall ensure that checkCommsSensors and checkCommsValves both report valid communication status continuously from the moment StartUpMode becomes active until the system leaves StartUpMode. At no time during StartUpMode shall there be a loss of communication with either sensors or valves.,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (! ((! (checkCommsSensors & checkCommsValves)) S ((! (checkCommsSensors & checkCommsValves)) & (StartUpMode & (Z (! StartUpMode))))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (! ((! (checkCommsSensors & checkCommsValves)) S ((! (checkCommsSensors & checkCommsValves)) & (StartUpMode & (Z (! StartUpMode)))))))),H( StartUpMode → (checkCommsSensors ∧ checkCommsValves) ),False
9/21,Whenever the ventilator switches from PCVMode to another mode the system shall ensure that if ventilation was previously stopped then the device shall either enter StandbyMode or remain in PCVMode until the transition from PCVMode to the other mode is fully completed. The system shall maintain this behavior consistently throughout operation so that any change in PCVMode state is always preceded and followed by a valid sequence of stopVentilation and StandbyMode conditions.,((H (((! PCVMode) & (Y PCVMode)) -> (Y (((Y (stopVentilation & ((Y (! stopVentilation)) | (PCVMode & (Z (! PCVMode)))))) -> (StandbyMode | (PCVMode & (Z (! PCVMode))))) S (((Y (stopVentilation & ((Y (! stopVentilation)) | (PCVMode & (Z (! PCVMode)))))) -> (StandbyMode | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode)))))))) & (((! ((! PCVMode) & (Y PCVMode))) S ((! ((! PCVMode) & (Y PCVMode))) & (PCVMode & (Z (! PCVMode))))) -> (((Y (stopVentilation & ((Y (! stopVentilation)) | (PCVMode & (Z (! PCVMode)))))) -> (StandbyMode | (PCVMode & (Z (! PCVMode))))) S (((Y (stopVentilation & ((Y (! stopVentilation)) | (PCVMode & (Z (! PCVMode)))))) -> (StandbyMode | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode))))))),H((Y(PCVMode) & ¬PCVMode) → ((O stopVentilation) → (StandbyMode S PCVMode))),False
9/22,Whenever the ventilator switches from PCVMode to another mode the system shall ensure that any previous inspiratoryPhaseEnd event that occurred while PSVModeSelected was active leads to the ventilator being in a valid ventilating and PSVMode condition or that the system has correctly transitioned back into PCVMode after having previously exited it. The requirement applies continuously throughout operation so that whenever PCVMode is exited and later reentered the relationship between inspiratoryPhaseEnd PSVModeSelected ventilating PSVMode and PCVMode with its prior inactive state is always maintained. This ensures that the ventilator never leaves a phase where inspiratoryPhaseEnd and PSVModeSelected were true without either continuing proper ventilation in PSVMode or returning to a consistent PCVMode state.,((H (((! PCVMode) & (Y PCVMode)) -> (Y (((Y ((inspiratoryPhaseEnd & PSVModeSelected) & ((Y (! (inspiratoryPhaseEnd & PSVModeSelected))) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) S (((Y ((inspiratoryPhaseEnd & PSVModeSelected) & ((Y (! (inspiratoryPhaseEnd & PSVModeSelected))) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode)))))))) & (((! ((! PCVMode) & (Y PCVMode))) S ((! ((! PCVMode) & (Y PCVMode))) & (PCVMode & (Z (! PCVMode))))) -> (((Y ((inspiratoryPhaseEnd & PSVModeSelected) & ((Y (! (inspiratoryPhaseEnd & PSVModeSelected))) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) S (((Y ((inspiratoryPhaseEnd & PSVModeSelected) & ((Y (! (inspiratoryPhaseEnd & PSVModeSelected))) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode))))))),H(((Y(PCVMode) ∧ ¬PCVMode) → ((O(inspiratoryPhaseEnd ∧ PSVModeSelected)) → (ventilating ∧ PSVMode) ∨ (PCVMode S ¬PCVMode)))),False
9/23,If at any time selfTestPassed becomes true after previously being false then the system shall immediately activate startMonitoring and startReportingHealthParams while entering StandbyMode. If there has been no prior system history then this requirement does not apply. This ensures that the robot only begins monitoring and reporting health parameters after successfully completing its self test.,(H ((Y (selfTestPassed & (Z (! selfTestPassed)))) -> (((startMonitoring & startReportingHealthParams) & StandbyMode) | (! (Y TRUE))))),((selfTestPassed ∧ Y(¬selfTestPassed)) → (startMonitoring ∧ startReportingHealthParams ∧ StandbyMode)),False
9/24,When the ventilator switches from PCVMode or PSVMode to any other mode the system shall ensure that the expiratoryPauseButton has not been pressed during the transition and that no expiratoryPause is active unless the button is intentionally pressed. If the ventilator later re-enters PCVMode or PSVMode after being in another mode the same condition shall hold. In every case the device shall maintain consistent control of the expiratoryPause and expiratoryPauseButton states so that a mode change never occurs while an expiratory pause is active or the button is engaged unintentionally.,((H (((! (PCVMode | PSVMode)) & (Y (PCVMode | PSVMode))) -> (Y (((! expiratoryPauseButton) S ((! expiratoryPauseButton) & ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))) | (! ((! (expiratoryPause | (! expiratoryPauseButton))) S ((! (expiratoryPause | (! expiratoryPauseButton))) & (expiratoryPauseButton & ((Y (! expiratoryPauseButton)) | ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode))))))))))))) & (((! ((! (PCVMode | PSVMode)) & (Y (PCVMode | PSVMode)))) S ((! ((! (PCVMode | PSVMode)) & (Y (PCVMode | PSVMode)))) & ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))) -> (((! expiratoryPauseButton) S ((! expiratoryPauseButton) & ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))) | (! ((! (expiratoryPause | (! expiratoryPauseButton))) S ((! (expiratoryPause | (! expiratoryPauseButton))) & (expiratoryPauseButton & ((Y (! expiratoryPauseButton)) | ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))))))))),H( ((Y(PCVMode ∨ PSVMode) ∧ ¬(PCVMode ∨ PSVMode)) ∨ (¬Y(PCVMode ∨ PSVMode) ∧ (PCVMode ∨ PSVMode))) → (¬expiratoryPauseButton ∧ (¬expiratoryPause ∨ expiratoryPauseButton)) ),False
10/25,The system shall ensure that whenever StandbyMode is active; the ventilationOff condition is true and the ventilationParamsAdjustable condition is true at all times. This requirement applies continuously throughout the operation of the medical ventilator.,(H (StandbyMode -> (ventilationOff & ventilationParamsAdjustable))),H (StandbyMode → (ventilationOff ∧ ventilationParamsAdjustable)),True
10/26,When the robot transitions from RM being inactive to RM becoming active; the system shall ensure that any previous press of RMButton that occurred before this transition leads to one of the following outcomes: either the robot enters the expirationPhaseStart while RM remains inactive; or RM stays active until it is explicitly deactivated. This behavior shall hold consistently throughout operation; maintaining the same relationship between RM; RMButton; and expirationPhaseStart whenever RM changes state.,((H (((! RM) & (Y RM)) -> (Y (((Y ((! RMButton) & ((Y RMButton) | (RM & (Z (! RM)))))) -> (((! RM) & expirationPhaseStart) | (RM & (Z (! RM))))) S (((Y ((! RMButton) & ((Y RMButton) | (RM & (Z (! RM)))))) -> (((! RM) & expirationPhaseStart) | (RM & (Z (! RM))))) & (RM & (Z (! RM)))))))) & (((! ((! RM) & (Y RM))) S ((! ((! RM) & (Y RM))) & (RM & (Z (! RM))))) -> (((Y ((! RMButton) & ((Y RMButton) | (RM & (Z (! RM)))))) -> (((! RM) & expirationPhaseStart) | (RM & (Z (! RM))))) S (((Y ((! RMButton) & ((Y RMButton) | (RM & (Z (! RM)))))) -> (((! RM) & expirationPhaseStart) | (RM & (Z (! RM))))) & (RM & (Z (! RM))))))),H(((¬Y(RM) ∧ RM) → (O((RMButton ∧ ¬RM) → ((expirationPhaseStart ∧ ¬RM) ∨ H(RM)))))),False
11/27,Whenever PCVMode is active the system shall ensure that inspiratoryTime equals 60 multiplied by the ratio of ItoE_PCV to the product of RR_PCV and one plus ItoE_PCV. This relationship shall always hold for the ventilator control software during operation.,(H (PCVMode -> (inspiratoryTime = (60 * (ItoE_PCV / (RR_PCV * (1 + ItoE_PCV))))))),H(PCVMode → (inspiratoryTime = 60 * (ItoE_PCV / (RR_PCV * (1 + ItoE_PCV))))),True
11/28,The system shall ensure that StartUpDone has never been true in the past; or otherwise that once StartUpDone becomes true; it remains true until a newPatient or resumeVentilation event occurs. In other words; for the medical ventilator controller; once the startup sequence completes (StartUpDone); the system must not revert to a non-started state before either a new patient is connected (newPatient) or ventilation is resumed (resumeVentilation).,((H (! StartUpDone)) | (! ((! (newPatient | resumeVentilation)) S ((! (newPatient | resumeVentilation)) & (StartUpDone & (Z (! StartUpDone))))))),(H (¬StartUpDone)) ∨ H((StartUpDone S (newPatient ∨ resumeVentilation))),False
