Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
5/11,If at any point a gasSupplyFailure has just occurred after previously having no gasSupplyFailure; then the patientSafe condition must hold; unless this is the very first moment of system operation.,(H ((Y (gasSupplyFailure & (Z (! gasSupplyFailure)))) -> (patientSafe | (! (Y TRUE))))),(H(¬gasSupplyFailure) → patientSafe) S ¬H(¬gasSupplyFailure),False
5/12,When the ventilator is operating in either PCVMode or PSVMode and the RMButton is active while the inspiratoryPauseButton is not pressed the system shall ensure that the inspiratoryPhaseEnd event is correctly detected and that the RM function or the same combination of PCVMode or PSVMode with RMButton active and inspiratoryPauseButton not pressed remains consistent with the previous cycle. The device shall maintain this relationship across consecutive breathing cycles so that any transition into or out of the inspiratory phase preserves the correct RM or mode-button state history. This requirement ensures that the ventilator does not lose synchronization between the inspiratory phase transitions and the RM or mode-button conditions during operation.,((H (((! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))) & (Y (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))) -> (Y (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) S (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) & ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))))) & (((! ((! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))) & (Y (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))) S ((! ((! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))) & (Y (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))) & ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) -> (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) S (((Y (inspiratoryPhaseEnd & ((Y (! inspiratoryPhaseEnd)) | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)))))))) -> (RM | ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))) & ((((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton)) & (Z (! (((PCVMode | PSVMode) & RMButton) & (! inspiratoryPauseButton))))))))),H(((PCVMode ∨ PSVMode) ∧ RMButton ∧ ¬inspiratoryPauseButton) → (inspiratoryPhaseEnd ∧ ((PCVMode ∨ PSVMode) ∧ RMButton ∧ ¬inspiratoryPauseButton ↔ Y((PCVMode ∨ PSVMode) ∧ RMButton ∧ ¬inspiratoryPauseButton)))),False
5/13,Whenever the aircraft control system enters SelfTestMode from a previous state where SelfTestMode was not active the system shall ensure that during the entire period of SelfTestMode the variables testAlarmsPass testAlarmsFail or testAlarmsSkip indicate that the alarm tests have been executed. In other words once SelfTestMode begins the system must not remain in a condition where none of testAlarmsPass testAlarmsFail or testAlarmsSkip are true until SelfTestMode ends. This requirement applies consistently for every activation of SelfTestMode throughout system operation.,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! ((testAlarmsPass | testAlarmsFail) | testAlarmsSkip)) S ((! ((testAlarmsPass | testAlarmsFail) | testAlarmsSkip)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! ((testAlarmsPass | testAlarmsFail) | testAlarmsSkip)) S ((! ((testAlarmsPass | testAlarmsFail) | testAlarmsSkip)) & (SelfTestMode & (Z (! SelfTestMode)))))))),H((SelfTestMode & ¬Y(SelfTestMode)) → H(SelfTestMode → (testAlarmsPass ∨ testAlarmsFail ∨ testAlarmsSkip))),False
6/14,The system shall ensure that throughout its entire operation; the conditions logParams; saveLog; and loadLog are always active together. For example; the aircraft’s data management unit must continuously maintain parameter logging; saving; and loading functions at all times during flight.,(H ((logParams & saveLog) & loadLog)),H (logParams ∧ saveLog ∧ loadLog),True
7/15,The system shall always ensure that whenever StandbyMode is active; the ventilationOff signal is set; the inValveClose command is engaged; and the outValveOpen command is engaged. This requirement applies continuously throughout the operation of the medical ventilator.,(H (StandbyMode -> ((ventilationOff & inValveClose) & outValveOpen))),H(StandbyMode → (ventilationOff ∧ inValveClose ∧ outValveOpen)),True
7/16,When the ventilator transitions from PCVMode to another mode the system shall ensure that if PSVModeSelected becomes active after previously being inactive or after PCVMode was active and then deactivated the ventilator shall either be in PSVMode and ventilating or shall still be in PCVMode immediately following the deactivation of PCVMode.    This behavior shall hold continuously throughout operation so that any time the ventilator leaves PCVMode the relationship between PSVModeSelected ventilating and PCVMode follows the same rule.,((H (((! PCVMode) & (Y PCVMode)) -> (Y (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) S (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode)))))))) & (((! ((! PCVMode) & (Y PCVMode))) S ((! ((! PCVMode) & (Y PCVMode))) & (PCVMode & (Z (! PCVMode))))) -> (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) S (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((ventilating & PSVMode) | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode))))))),H(((Y(PCVMode) & ¬PCVMode) → ((O((¬PSVModeSelected & Y(PCVMode)) | (Y(¬PSVModeSelected) & PSVModeSelected))) → (PSVModeSelected & ventilating) | PCVMode))),False
8/17,At all times; if PCVMode is active; then the system shall ensure that it is ventilating and that either confirmPSVParameters is active together with PSVMode; or confirmPSVParameters is not active together with PCVMode.,(H (PCVMode -> (((confirmPSVParameters & PSVMode) | (! (confirmPSVParameters & PCVMode))) & ventilating))),H(PCVMode → (ventilating ∧ ((confirmPSVParameters ∧ PSVMode) ∨ (¬confirmPSVParameters ∧ PCVMode)))),True
8/18,Whenever the ventilator switches from PCVMode to another mode the system shall ensure that any previous PSVModeSelected condition does not cause PSVMode to remain active after PCVInspTimeEnd. The control software shall maintain PCVMode and PSVMode transitions so that once PCVMode is exited the device does not incorrectly continue a PSVMode cycle that began earlier. The requirement guarantees that the ventilator only allows PSVMode to operate when PCVMode has been properly cleared and that no overlapping inspiration timing from PCVMode affects PSVMode operation.,((H (((! PCVMode) & (Y PCVMode)) -> (Y (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((! (PCVInspTimeEnd & PSVMode)) | (PCVMode & (Z (! PCVMode))))) S (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((! (PCVInspTimeEnd & PSVMode)) | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode)))))))) & (((! ((! PCVMode) & (Y PCVMode))) S ((! ((! PCVMode) & (Y PCVMode))) & (PCVMode & (Z (! PCVMode))))) -> (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((! (PCVInspTimeEnd & PSVMode)) | (PCVMode & (Z (! PCVMode))))) S (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (PCVMode & (Z (! PCVMode)))))) -> ((! (PCVInspTimeEnd & PSVMode)) | (PCVMode & (Z (! PCVMode))))) & (PCVMode & (Z (! PCVMode))))))),H((Y(PCVMode) & ¬PCVMode) → (¬(PSVMode & PCVInspTimeEnd))),False
9/19,The system shall ensure that whenever FailSafeMode is active; the inValveClose signal is on and the outValveOpen signal is on at all times.,(H (FailSafeMode -> (inValveClose & outValveOpen))),H(FailSafeMode → (inValveClose ∧ outValveOpen)),True
9/20,Whenever the aircraft control computer transitions into StartUpMode from a previous state where StartUpMode was not active the system shall ensure that checkCommsGUI remains active continuously from the moment StartUpMode begins until StartUpMode is exited. If the system is in StartUpMode and has just left a state where StartUpMode was inactive then at no time during that StartUpMode period shall checkCommsGUI be inactive.,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (! ((! checkCommsGUI) S ((! checkCommsGUI) & (StartUpMode & (Z (! StartUpMode))))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (! ((! checkCommsGUI) S ((! checkCommsGUI) & (StartUpMode & (Z (! StartUpMode)))))))),H(((StartUpMode ∧ ¬Y(StartUpMode)) → (StartUpMode S (StartUpMode ∧ checkCommsGUI)))),False
9/21,Whenever the aircraft automation system exits StandbyMode after previously being in StandbyMode the system shall ensure that if PSVModeSelected was active immediately before leaving StandbyMode or if StandbyMode was active while PSVModeSelected was not then the system shall either activate PSVMode or remain in StandbyMode until StandbyMode has been fully disengaged. This behavior shall hold continuously throughout operation so that transitions out of StandbyMode always preserve the correct relationship between PSVModeSelected PSVMode and StandbyMode.,((H (((! StandbyMode) & (Y StandbyMode)) -> (Y (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PSVMode | (StandbyMode & (Z (! StandbyMode))))) S (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PSVMode | (StandbyMode & (Z (! StandbyMode))))) & (StandbyMode & (Z (! StandbyMode)))))))) & (((! ((! StandbyMode) & (Y StandbyMode))) S ((! ((! StandbyMode) & (Y StandbyMode))) & (StandbyMode & (Z (! StandbyMode))))) -> (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PSVMode | (StandbyMode & (Z (! StandbyMode))))) S (((Y (PSVModeSelected & ((Y (! PSVModeSelected)) | (StandbyMode & (Z (! StandbyMode)))))) -> (PSVMode | (StandbyMode & (Z (! StandbyMode))))) & (StandbyMode & (Z (! StandbyMode))))))),H((Y StandbyMode ∧ ¬StandbyMode) → (((Y PSVModeSelected) ∨ (O(StandbyMode ∧ ¬PSVModeSelected))) → (PSVMode ∨ StandbyMode))),False
10/22,The system shall ensure that whenever RM is active; the outValveClose signal is engaged and the inValveOpen signal is engaged at all times during operation.,(H (RM -> (outValveClose & inValveOpen))),H ( RM → ( outValveClose ∧ inValveOpen ) ),True
10/23,Requirement:   Whenever the aircraft control computer exits SelfTestMode after having been in SelfTestMode in the previous cycle; it shall be true that during that SelfTestMode period the system reported either selfTestPassed or selfTestFailed before leaving SelfTestMode. Furthermore; once SelfTestMode has been entered; this condition shall continue to hold for every subsequent occurrence of SelfTestMode until the mode is exited again.,((H (((! SelfTestMode) & (Y SelfTestMode)) -> (Y (! ((! (selfTestPassed | selfTestFailed)) S ((! (selfTestPassed | selfTestFailed)) & (SelfTestMode & (Z (! SelfTestMode))))))))) & (((! ((! SelfTestMode) & (Y SelfTestMode))) S ((! ((! SelfTestMode) & (Y SelfTestMode))) & (SelfTestMode & (Z (! SelfTestMode))))) -> (! ((! (selfTestPassed | selfTestFailed)) S ((! (selfTestPassed | selfTestFailed)) & (SelfTestMode & (Z (! SelfTestMode)))))))),H(((Y SelfTestMode ∧ ¬SelfTestMode) → O((SelfTestMode S (selfTestPassed ∨ selfTestFailed))) ) ∧ (SelfTestMode → H(SelfTestMode → O((SelfTestMode S (selfTestPassed ∨ selfTestFailed)))))),False
10/24,Whenever the aircraft control computer transitions into StartUpMode from a previous state where StartUpMode was inactive the system shall ensure that checkCommsGUI has been continuously verified as operational since the moment StartUpMode became active until the system leaves StartUpMode. If the system has not entered StartUpMode the requirement on checkCommsGUI verification does not apply.,((H (((! StartUpMode) & (Y StartUpMode)) -> (Y (! ((! checkCommsGUI) S ((! checkCommsGUI) & (StartUpMode & (Z (! StartUpMode))))))))) & (((! ((! StartUpMode) & (Y StartUpMode))) S ((! ((! StartUpMode) & (Y StartUpMode))) & (StartUpMode & (Z (! StartUpMode))))) -> (! ((! checkCommsGUI) S ((! checkCommsGUI) & (StartUpMode & (Z (! StartUpMode)))))))),H( (StartUpMode S (¬Y(StartUpMode) ∧ StartUpMode)) → H(StartUpMode → checkCommsGUI) ),False
10/25,When the ventilator switches from PCVMode or PSVMode to any other mode the system shall ensure that the expiratoryPauseButton remains inactive until the transition is complete and no expiratoryPause is in progress. If the ventilator later re‑enters PCVMode or PSVMode the expiratoryPauseButton shall again remain inactive until the previous mode change and any expiratoryPause have fully cleared. At all times the control logic shall prevent an expiratoryPause or activation of the expiratoryPauseButton from overlapping with a mode transition between PCVMode and PSVMode.,((H (((! (PCVMode | PSVMode)) & (Y (PCVMode | PSVMode))) -> (Y (((! expiratoryPauseButton) S ((! expiratoryPauseButton) & ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))) | (! ((! (expiratoryPause | (! expiratoryPauseButton))) S ((! (expiratoryPause | (! expiratoryPauseButton))) & (expiratoryPauseButton & ((Y (! expiratoryPauseButton)) | ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode))))))))))))) & (((! ((! (PCVMode | PSVMode)) & (Y (PCVMode | PSVMode)))) S ((! ((! (PCVMode | PSVMode)) & (Y (PCVMode | PSVMode)))) & ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))) -> (((! expiratoryPauseButton) S ((! expiratoryPauseButton) & ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))) | (! ((! (expiratoryPause | (! expiratoryPauseButton))) S ((! (expiratoryPause | (! expiratoryPauseButton))) & (expiratoryPauseButton & ((Y (! expiratoryPauseButton)) | ((PCVMode | PSVMode) & (Z (! (PCVMode | PSVMode)))))))))))),H(((Y(PCVMode ∨ PSVMode) ∧ ¬(PCVMode ∨ PSVMode)) → H(¬expiratoryPauseButton ∧ ¬expiratoryPause)) ∧ ((¬(PCVMode ∨ PSVMode) ∧ Y(¬(PCVMode ∨ PSVMode)) ∧ (PCVMode ∨ PSVMode)) → H(¬expiratoryPauseButton ∧ ¬expiratoryPause)) ∧ ¬((expiratoryPause ∨ expiratoryPauseButton) ∧ (PCVMode S PSVMode ∨ PSVMode S PCVMode))),False
11/26,The system shall ensure that whenever RM is active; the outValveClose signal is engaged and the inValveOpen signal is engaged at all times during operation.,(H (RM -> (outValveClose & inValveOpen))),H ( RM → ( outValveClose ∧ inValveOpen ) ),True
