Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
0/7,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/7,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/7,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
7/7,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
7/7,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
7/7,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
7/7,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/7,R2.2.2,(H (! (currentPosition != obstacle))),H (currentPosition ≠ obstacle),False
7/7,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/7,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
7/7,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
8/8,R1,(H (battery > 0)),H (battery > 0),True
8/8,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
8/8,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/8,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/8,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/8,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/8,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
8/8,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
8/8,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
8/8,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
8/8,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/8,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
8/8,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/8,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (removeGoalFromSet ↔ O atGoal),False
8/8,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
9/9,R1,(H (battery > 0)),H (battery > 0),True
9/9,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
9/9,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/9,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/9,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/9,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/9,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
9/9,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
9/9,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
9/9,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
9/9,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/9,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
9/9,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/9,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
9/9,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
10/10,R1,(H (battery > 0)),H (battery > 0),True
10/10,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
10/10,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/10,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/10,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/10,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/10,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
10/10,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
10/10,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
10/10,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
10/10,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/10,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
10/10,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/10,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
10/10,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
11/11,R1,(H (battery > 0)),H (battery > 0),True
11/11,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
11/11,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/11,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/11,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/11,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/11,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
11/11,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
11/11,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
11/11,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
11/11,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/11,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
11/11,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/11,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (removeGoalFromSet ↔ atGoal),False
11/11,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
12/12,R1,(H (battery > 0)),H (battery > 0),True
12/12,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
12/12,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/12,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/12,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/12,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/12,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
12/12,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
12/12,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
12/12,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
12/12,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/12,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
12/12,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/12,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
12/12,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
13/13,R1,(H (battery > 0)),H (battery > 0),True
13/13,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
13/13,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/13,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/13,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/13,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/13,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
13/13,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
13/13,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
13/13,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
13/13,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/13,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
13/13,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/13,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
13/13,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
14/14,R1,(H (battery > 0)),H (battery > 0),True
14/14,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
14/14,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/14,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/14,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/14,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/14,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
14/14,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
14/14,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
14/14,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
14/14,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/14,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
14/14,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/14,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
14/14,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
15/15,R1,(H (battery > 0)),H (battery > 0),True
15/15,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
15/15,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/15,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/15,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/15,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/15,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
15/15,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
15/15,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
15/15,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
15/15,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/15,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
15/15,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/15,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
15/15,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
16/16,R1,(H (battery > 0)),H (battery > 0),True
16/16,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
16/16,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/16,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/16,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/16,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/16,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
16/16,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
16/16,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
16/16,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
16/16,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
0/16,R2.2.2,(H (! (currentPosition != obstacle))),H (¬(currentPosition = obstacle)),False
16/16,R2.6,(H (speed <= 10)),H (speed ≤ 10),True
0/16,R3.2,"((H ((O[0,1] (atGoal & (Z (! atGoal)))) -> ((H (! atGoal)) | (! removeGoalFromSet)))) & (H ((O[2,2] ((atGoal & (Z (! atGoal))) & (! removeGoalFromSet))) -> (O[0,1] ((! (Y TRUE)) | removeGoalFromSet)))))",H (atGoal → removeGoalFromSet),False
16/16,R3.5,(H (atGoal -> (currentPosition = goal))),H (atGoal → (currentPosition = goal)),True
17/17,R1,(H (battery > 0)),H (battery > 0),True
17/17,R1.1,(H (chargePosition = x)),H (chargePosition = x),True
17/17,R1.2,(H (recharge -> (goal = chargePosition))),H (recharge → goal = chargePosition),True
0/17,R1.3,(H (battery = ((pre_battery - (1 / n)) - 0.05))),H (battery = pre_battery - (0.05 * pre_battery)),False
0/17,R1.4,(H (((0.95 * battery) <= chargeNeeded_var) -> recharge)),H ((battery < chargeNeeded_var + 0.05 * chargeNeeded_var) → recharge),False
0/17,R1.5,(H (((goal = chargePosition) & atGoal) -> batteryFull)),H ((currentPosition = chargePosition) S (¬batteryFull)),False
0/17,R1.6,(H (battery = (pre_battery - ((1 / n) * length_plan)))),H ((pre_battery - battery) ≤ (1 / n)),False
17/17,R2,(H (! Obstacle_currentPosition)),H (¬Obstacle_currentPosition),True
17/17,R2.1,(H (initialPosition = y)),H (initialPosition = y),True
17/17,R2.2,(H (currentPosition = currentPhysicalPosition)),H (currentPhysicalPosition = currentPosition),True
17/17,R2.2.1,(H ((! (Y TRUE)) -> (start = s0))),H (start = s0),True
